filename,prompt,reasoning_trace,predicted_value
M-angle-image4.jpg,A03,"The marked angle is between the seat and the backrest of the incline workout bench. The seat appears nearly horizontal, while the backrest is set at a characteristic incline. The interior angle between these two components appears to be obtuse, roughly between 140 and 150 degrees.",145.0
M-fit-image11-pov2.jpg,F07,"The red-marked object is a piece of fabric, which is highly deformable and compressible. It can be folded or tightly rolled into a narrow shape. The blue-marked opening is the center hole of a roll. Given that the fabric is thin and can be passed through piece-by-piece or compressed into a small diameter, it is capable of fitting through the opening.",True
B-stability-image5_blur_med.jpg,S01,"The object is a green cutting mat. Estimating its width to be approximately 45 cm, its center of mass is around 22.5 cm from either edge. Currently, roughly 40-45% of it appears to be hanging off the table. Therefore, it can likely move only a few more centimeters to the left before its center of mass passes the table edge and it falls.",3.0
P-liquid_volume-image19.jpg,L02,"The container is a standard-sized travel thermos. Based on its size relative to typical beakers (left is likely a 500mL beaker), it typically has a capacity between 400mL and 500mL. 500mL is a common capacity for such items.",500.0
M-stability-image23_blur_med.jpg,S02,"The object in the red box is a pipe resting on a yellow basket. Based on visual estimation, the pipe's center of mass appears to be located slightly to the right of the left-most supporting edge of the basket. Moving it roughly 5-10 cm to the left would likely cause its center of gravity to shift beyond the support point, making it tip and fall.",5.0
P-stability-image5.jpg,Estimate volume of water to make the structure fall.,"The board is partially overhanging the edge of the table. To tip it, the center of mass must shift beyond the support point. The empty beaker is already adding torque in the tipping direction. Based on typical dimensions and weight of MDF boards and similar beakers, a small additional mass of water (around 30-60 grams) is usually sufficient to tip such a marginal setup.",50.0
B-stability-image12_blur_low.jpg,S02,"The wooden star is placed on a table. Based on its size relative to the table's visible edges, it looks like it has roughly 10-15 cm of space to move to the right or back before it would approach the edge enough to become unstable and fall.",10.0
P-liquid_volume-image73.jpg,L02,"Based on its size relative to the water bottle (typically 750-1000mL) and common pitcher dimensions, the stainless steel jug appears to have a capacity between 1000 and 1500 mL. Standard common sizes for these items are typically around 1500 mL.",1500.0
M-fit-image17.jpg,F01,"The red-marked object is a standard battery, and the blue-marked area is its corresponding battery compartment slot. Visually, they appear compatible in both length and diameter.",True
V-angle-image48_blur_low.jpg,A03,"The marked angle is located at the foot of the ladder, representing the interior angle between the ladder's front leg and the floor. Visually, the ladder is leaning at a typical safe usage angle, which is approximately 70 degrees from the horizontal ground.",70.0
P-angle-image36_blur_med.jpg,A01,"The object is leaning at a fairly steep angle against the wall. Visually, the angle it makes with the ground is greater than 45 degrees, likely around 65 degrees, as its height on the wall appears to be more than double its horizontal distance from the wall.",65.0
P-angle-image21_blur_med.jpg,A01,"The marked incline angle is formed between a horizontal reference line and a line following the tilt of the small bottle. Upon visual estimation, this angle appears to be slightly greater than 45 degrees, reasonably around 55-60 degrees. Looking at the markings specifically, it looks closer to 55 degrees.",55.0
P-weight-image70-pov2.jpg,W01,"The object is an acoustic guitar with a cutaway. Typical acoustic guitars weigh between 1.5 kg and 2.5 kg depending on their size and material. This one looks to be of standard size, so its weight should be around 2000 grams.",2000.0
A-fit-image1.jpg,F06,The red-marked object is a flexible cloth which can be folded or scrunched into a small volume. The blue-marked container is a standard hard-shell glasses case that has enough space to accommodate a folded or bunched-up cloth of this size.,True
P-fit-image24-pov2.jpg,F01,The red-marked objects consist of three glass containers. The blue-marked insulated bag appears to have a large enough diameter to accommodate one container and enough height to allow them to be stacked on top of each other inside it.,True
P-weight-image21.jpg,W01,"The marked object is a medium-sized plush toy. Plush toys of this size, filled with standard polyester fiberfill, typically weigh between 200 and 400 grams depending on density and materials.",300.0
P-weight-image7.jpg,W03,"The red-marked object is a large vacuum-insulated stainless steel water bottle. Typical empty weights for such bottles, especially if they have a capacity around 750ml to 1000ml, range from 400g to 600g. Based on its size compared to the mug and bowl, it appears to be reasonably substantial.",500.0
P-angle-image21.jpg,A01,"The marked angle is between a horizontal reference line and the side of the tilted bottle. Visually, the incline appears to be slightly greater than a 45-degree angle from horizontal, roughly around 50 degrees.",50.0
P-weight-image54.jpg,W01,"The marked object is a small blue hot glue gun. Typically, a standard mini glue gun with its electrical cord weighs between 150 and 300 grams.",200.0
P-weight-image44.jpg,W01,"The object is a standard-sized bottle of dish soap, mostly full of yellow liquid. Typical volumes for such bottles range from 400ml to 500ml. Assuming a typical weight including the container, 500 grams is a reasonable estimate.",500.0
P-angle-image18.jpg,A01,"The marked incline represents the angle between the diagonal support string and the horizontal reference line. Visually, the angle is slightly steeper than a 45-degree angle.",50.0
P-liquid_volume-image29.jpg,L02,"The red-marked container is a common plastic utility mug/pitcher. Comparing its size to the nearby 1-liter water bottle, it appears to have a similar overall volume capacity, estimated at approximately 1000 mL.",1000.0
